English,Japanese
You will soon be used to rural life,あなたはもうすぐ田舎の生活に慣れるでしょう。
You won be in time unless you run,走らなければ間に合わない。
You better mind your own business,人のことに口出しするな。
You find the book in the library,その本なら図書館にありますよ。
You gain nothing from doing that,それをやったところで、何の得にもならないよ。
You have to ask at the newsstand,ニューススタンドで聞いて下さい。
You have to ask at the newsstand,売店で聞いてください。
You have to turn over a new leaf,心機一転して出直すのが一番だね。
You need a special tool to do it,そのためには特殊な工具が必要になります。
You soon be able to speak French,君はすぐにフランス語が話せるようになるよ。
You always finding fault with me,あなたはいつも私のあら捜しばかりしている。
You going to need a few stitches,何針か、縫わないといけないですね。
You having a bad day aren you,今日はツイてないんじゃない？
You hiding something aren you,何か隠してるでしょ。
You kind of cute when you mad,お前が怒ってる時ってさ、なんだか、かわいいな。
You prohibited from smoking here,ここは禁煙です。
You prohibited from smoking here,ここでの喫煙は禁止されています。
You reading too much into things,考えすぎだよ。
You the best little brother ever,お前は最高の弟だよ。
You the only one who can help me,あなたしか僕を助けられる人はいないんだ。
You the only one who can help us,俺たちを助けられるのはおまえだけなんだよ。
You got nothing to be ashamed of,何も恥ずかしがる必要はありません。
You never been in love have you,おまえ、恋をしたこと、ないんだろ。
You never been in love have you,あなた、恋愛したこと、ないんでしょ。
You never been in love have you,あんたは恋に落ちたことがないんだね。
You never dated anyone have you,付き合ったことないんでしょう？
You never dated anyone have you,誰とも、付き合ったことないんでしょう？
You never dated anyone have you,デートしたことないんでしょう？
You never seen a genuine diamond,あなたは本当のダイヤモンドを見たことがないのです。
You read the report haven you,レポートは読んだんでしょ？
You read the report haven you,報告書は読んだんだよね？
You told me that a hundred times,何百回と聞いてるよ。
You too should seen that movie,お前もさ、あの映画は見るべきだったよ。
Your advice is always helpful to me,君の助言はいつも私の役に立つ。
Your advice is always helpful to me,あなたのアドバイスにはいつも助けられています。
Your composition has a few mistakes,あなたの作文ね、いくつか間違ってるところがありますよ。
Your daughter isn a child anymore,娘さんは、もう子供じゃないのよ。
Your duty is to support your family,あなたの義務は家族を養うことです。
Your grandmother is a charming lady,おばあ様は素敵な方ですね。
Your guess is entirely off the mark,君の推測はまったく的外れだ。
Your handwriting is similar to mine,あなたの書く字は私に似ている。
